"Country","ccodecow","ISO","CPARTY1","CPARTY2","CPARTY3","CPARTY4","CPARTY5","CPARTY6","CPARTY7","CPARTY8","CPARTY9","CPARTY10","P1Name","P2Name","P3Name","P4Name","P5Name","P6Name","P7Name","P8Name","P9Name","P10Name","P1Abb","P2Abb","P3Abb","P4Abb","P5Abb","P6Abb","P7Abb","P8Abb","P9Abb","P10Abb","Q2.1_1","Q2.1_2","Q2.1_3","Q2.1_4","Q2.1_5","Q2.1_6","Q2.1_7","Q2.1_8","Q2.1_9","Q2.1_10","Q2.2_1","Q2.2_2","Q2.2_3","Q2.2_4","Q2.2_5","Q2.2_6","Q2.2_7","Q2.2_8","Q2.2_9","Q2.2_10","Q2.3_1","Q2.3_2","Q2.3_3","Q2.3_4","Q2.3_5","Q2.3_6","Q2.3_7","Q2.3_8","Q2.3_9","Q2.3_10","Q3.1_1","Q3.1_2","Q3.1_3","Q3.1_4","Q3.1_5","Q3.1_6","Q3.1_7","Q3.1_8","Q3.1_9","Q3.1_10","Q3.2_1","Q3.2_2","Q3.2_3","Q3.2_4","Q3.2_5","Q3.2_6","Q3.2_7","Q3.2_8","Q3.2_9","Q3.2_10","Q3.3_1","Q3.3_2","Q3.3_3","Q3.3_4","Q3.3_5","Q3.3_6","Q3.3_7","Q3.3_8","Q3.3_9","Q3.3_10","Q3.4_1","Q3.4_2","Q3.4_3","Q3.4_4","Q3.4_5","Q3.4_6","Q3.4_7","Q3.4_8","Q3.4_9","Q3.4_10","Q3.5_1","Q3.5_2","Q3.5_3","Q3.5_4","Q3.5_5","Q3.5_6","Q3.5_7","Q3.5_8","Q3.5_9","Q3.5_10","Q3.6_1","Q3.6_2","Q3.6_3","Q3.6_4","Q3.6_5","Q3.6_6","Q3.6_7","Q3.6_8","Q3.6_9","Q3.6_10","Q4.1_1","Q4.1_2","Q4.1_3","Q4.1_4","Q4.1_5","Q4.1_6","Q4.1_7","Q4.1_8","Q4.1_9","Q4.1_10","Q4.2_1","Q4.2_2","Q4.2_3","Q4.2_4","Q4.2_5","Q4.2_6","Q4.2_7","Q4.2_8","Q4.2_9","Q4.2_10","Q4.3_1","Q4.3_2","Q4.3_3","Q4.3_4","Q4.3_5","Q4.3_6","Q4.3_7","Q4.3_8","Q4.3_9","Q4.3_10","Q4.4_1","Q4.4_2","Q4.4_3","Q4.4_4","Q4.4_5","Q4.4_6","Q4.4_7","Q4.4_8","Q4.4_9","Q4.4_10","Q4.5_1","Q4.5_2","Q4.5_3","Q4.5_4","Q4.5_5","Q4.5_6","Q4.5_7","Q4.5_8","Q4.5_9","Q4.5_10","Q4.6_1","Q4.6_2","Q4.6_3","Q4.6_4","Q4.6_5","Q4.6_6","Q4.6_7","Q4.6_8","Q4.6_9","Q4.6_10","Q4.7_1","Q4.7_2","Q4.7_3","Q4.7_4","Q4.7_5","Q4.7_6","Q4.7_7","Q4.7_8","Q4.7_9","Q4.7_10","Q4.8_1","Q4.8_2","Q4.8_3","Q4.8_4","Q4.8_5","Q4.8_6","Q4.8_7","Q4.8_8","Q4.8_9","Q4.8_10","Q5.1_1","Q5.1_2","Q5.1_3","Q5.1_4","Q5.1_5","Q5.1_6","Q5.1_7","Q5.1_8","Q5.1_9","Q5.1_10","Q5.2_1","Q5.2_2","Q5.2_3","Q5.2_4","Q5.2_5","Q5.2_6","Q5.2_7","Q5.2_8","Q5.2_9","Q5.2_10","Q5.3_1","Q5.3_2","Q5.3_3","Q5.3_4","Q5.3_5","Q5.3_6","Q5.3_7","Q5.3_8","Q5.3_9","Q5.3_10","Q5.4_1","Q5.4_2","Q5.4_3","Q5.4_4","Q5.4_5","Q5.4_6","Q5.4_7","Q5.4_8","Q5.4_9","Q5.4_10","METAPARTY","Elec_code","Elec_year","Elec_date","P1PerVote","P2PerVote","P3PerVote","P4PerVote","P5PerVote","P6PerVote","P7PerVote","P8PerVote","P9PerVote","P10PerVote","P1PerSeats","P2PerSeats","P3PerSeats","P4PerSeats","P5PerSeats","P6PerSeats","P7PerSeats","P8PerSeats","P9PerSeats","P10PerSeats","METACOUNTRY","LSQINDEX","ENEP","ENPP","PR","CL","Regime","polity","polity2","GDP","Region","OECD","Turnout","METAEXPERT","R_YearofBirth","R_Gender","R_Countryofbirth","R_Countryofcitizenship","R_Partysupport","R_ideology","Difficulty","LocationLatitude","LocationLongitude","UserLanguage","Expert"
"Mongolia",712,"MNG","MNG_ Mongolian People’s Party","MNG_ Democratic Party","MNG_ Independents","MNG_ Mongolian People's Revolutionary Party","","","","","","","Mongolian People’s Party","Democratic Party","Independents","Mongolian People's Revolutionary Party","","","","","","","MAN","DP","Ind.","MAXN","","","","","","",10,10,10,10,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,8,7,7,9,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,9,8,NA,1,NA,NA,NA,NA,NA,NA,7,NA,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,9,8,10,NA,NA,NA,NA,NA,NA,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,4,NA,3,NA,NA,NA,NA,NA,NA,8,8,7,8,NA,NA,NA,NA,NA,NA,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,4,NA,9,NA,NA,NA,NA,NA,NA,2,2,3,3,NA,NA,NA,NA,NA,NA,7,NA,4,10,NA,NA,NA,NA,NA,NA,8,8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,9,9,8,9,NA,NA,NA,NA,NA,NA,8,8,7,10,NA,NA,NA,NA,NA,NA,10,10,9,10,NA,NA,NA,NA,NA,NA,NA,"MNG_26062016_L1",2016,2016-06-26,45.9,33.7,12.3,8.1,NA,NA,NA,NA,NA,NA,85.5,11.8,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,33.2791977066756,2.89067468347112,1.34176498449591,1,2,2,10,10,12220.3935546875,3,0,72.6,NA,1976,1,1,1,NA,7,10,47.9172973632812,106.917694091797,"EN",1
"Poland",290,"POL","POL_ Law and Justice","POL_ Civic Platform","POL_ Independents","POL_ Polish Peasant Party","","","","","","","Law and Justice","Civic Platform","Independents","Polish Peasant Party","","","","","","","PiS","PO","Ind.","PSL","","","","","","",7,8,NA,NA,NA,NA,NA,NA,NA,NA,8,3,4,7,NA,NA,NA,NA,NA,NA,9,3,NA,NA,NA,NA,NA,NA,NA,NA,3,8,4,4,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4,7,NA,NA,NA,NA,NA,NA,8,NA,NA,7,NA,NA,NA,NA,NA,NA,10,3,4,7,NA,NA,NA,NA,NA,NA,8,4,NA,7,NA,NA,NA,NA,NA,NA,10,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,8,1,3,NA,NA,NA,NA,NA,NA,NA,1,8,NA,4,NA,NA,NA,NA,NA,NA,8,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,NA,NA,NA,NA,NA,9,2,4,4,NA,NA,NA,NA,NA,NA,9,NA,NA,8,NA,NA,NA,NA,NA,NA,2,7,7,3,NA,NA,NA,NA,NA,NA,10,NA,3,7,NA,NA,NA,NA,NA,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,"POL_25102015_L1",2015,2015-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,34,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04331834899877,1,1,2,10,10,26855.775390625,5,1,49.6,NA,1965,1,1,1,NA,7,9,49.4922943115234,20.6719055175781,"EN",1
"Italy",325,"ITA","ITA_ Centre-Right Coalition","ITA_ Five Star Movement","ITA_ Democratic Party (centre-left coalition)","ITA_ Free and Equal","ITA_ Associative Movement Italians Abroad","ITA_ South American Union of Italian Emigrants","","","","","Centre-Right Coalition","Five Star Movement","Democratic Party (centre-left coalition)","Free and Equal","Associative Movement Italians Abroad","South American Union of Italian Emigrants","","","","","PdL","M5S","PD","LeU","MAIE","USEI","","","","",7,7,7,NA,3,3,NA,NA,NA,NA,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,4,7,4,NA,NA,NA,NA,NA,NA,7,4,8,7,NA,NA,NA,NA,NA,NA,8,NA,2,2,NA,NA,NA,NA,NA,NA,7,NA,3,3,NA,NA,NA,NA,NA,NA,7,10,3,3,NA,NA,NA,NA,NA,NA,10,9,3,3,NA,NA,NA,NA,NA,NA,10,9,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,8,NA,3,3,NA,NA,NA,NA,NA,NA,8,8,3,3,NA,NA,NA,NA,NA,NA,7,4,3,3,NA,NA,NA,NA,NA,NA,7,NA,4,3,NA,NA,NA,NA,NA,NA,7,9,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,0,0,4,2,NA,NA,NA,NA,NA,NA,2,2,9,2,NA,NA,NA,NA,NA,NA,8,8,3,3,NA,NA,NA,NA,NA,NA,NA,"ITA_04032018_L1",2018,2018-03-04,37,32.6,23.5,3.5,0.3,0.2,NA,NA,NA,NA,42.1,35.9,19.4,2.2,0.2,0.2,NA,NA,NA,NA,NA,10.5584089710524,3.33734927696328,2.90486564996369,1,1,2,10,10,35220.08203125,6,1,69.35,NA,1977,1,1,1,NA,4,8,41.8903961181641,12.5124053955078,"EN",1
"Spain",230,"ESP","ESP_ People's Party","ESP_ Spanish Socialist Workers' Party","ESP_ Vox","ESP_ Unidos Podemos","ESP_ Citizens","ESP_ Republican Left of Catalonia","ESP_ Together for Catalonia","ESP_ Basque Country Unite","","","People's Party","Spanish Socialist Workers' Party","Vox","Unidos Podemos","Citizens","Republican Left of Catalonia","Together for Catalonia","Basque Country Unite","","","PP","PSOE","UP","Cs","ECP","JxCat","PNV","EHB","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,8,NA,NA,7,3,8,NA,NA,7,NA,7,7,NA,NA,NA,NA,NA,NA,8,4,10,3,7,NA,7,NA,NA,NA,9,8,3,9,7,NA,4,NA,NA,NA,7,1,10,1,4,3,NA,NA,NA,NA,8,7,9,9,7,7,NA,NA,NA,NA,7,7,9,3,7,4,9,3,NA,NA,NA,NA,9,4,NA,NA,9,4,NA,NA,7,NA,10,2,NA,NA,NA,NA,NA,NA,7,4,NA,2,NA,NA,NA,NA,NA,NA,7,4,8,4,NA,NA,NA,NA,NA,NA,NA,7,2,NA,7,NA,NA,NA,NA,NA,NA,1,10,2,NA,NA,NA,NA,NA,NA,9,7,10,2,8,1,1,1,NA,NA,NA,NA,10,2,7,7,8,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,7,2,1,NA,NA,NA,8,NA,9,3,7,4,3,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"ESP_26062016_L1",2016,2016-06-26,33,22.7,13.4,13.1,3.5,2.7,2.6,2,1.4,1.2,39.1,24.3,12.9,9.1,3.4,2.6,2.6,2.3,1.4,1.4,NA,5.29952828089444,5.02724768243882,4.1617938996425,1,1,2,10,10,36309.84375,6,1,69.2,NA,1970,0,1,1,NA,4,7,41.3948974609375,2.17559814453125,"EN",1
"Poland",290,"POL","POL_ Law and Justice","POL_ Civic Platform","POL_ Independents","POL_ Polish Peasant Party","","","","","","","Law and Justice","Civic Platform","Independents","Polish Peasant Party","","","","","","","PiS","PO","Ind.","PSL","","","","","","",8,8,1,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,9,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,1,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,8,NA,NA,NA,NA,NA,NA,9,7,NA,NA,NA,NA,NA,NA,NA,NA,10,8,NA,7,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,1,8,10,2,NA,NA,NA,NA,NA,NA,7,1,NA,4,NA,NA,NA,NA,NA,NA,1,10,NA,7,NA,NA,NA,NA,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,9,2,NA,3,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,4,NA,NA,NA,NA,NA,NA,NA,"POL_25102015_L1",2015,2015-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,34,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04331834899877,1,1,2,10,10,26855.775390625,5,1,49.6,NA,1974,0,1,1,NA,6,8,52.201904296875,20.956298828125,"EN",1
"Chile",155,"CHL","CHL_ Chile Let's Go","CHL_ The Force of the Majority","CHL_ Democratic Convergence","CHL_ Broad Front","","","","","","","Chile Let's Go","The Force of the Majority","Democratic Convergence","Broad Front","","","","","","","CV","","","FA","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,4,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,3,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,NA,1,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,7,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,2,NA,NA,NA,NA,NA,NA,9,4,10,2,NA,NA,NA,NA,NA,NA,8,NA,NA,2,NA,NA,NA,NA,NA,NA,4,9,NA,9,NA,NA,NA,NA,NA,NA,7,4,NA,0,NA,NA,NA,NA,NA,NA,9,NA,NA,0,NA,NA,NA,NA,NA,NA,4,0,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,0,NA,NA,NA,NA,NA,NA,8,8,NA,2,NA,NA,NA,NA,NA,NA,10,10,NA,0,NA,NA,NA,NA,NA,NA,10,3,NA,8,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,"CHL_19112017_P1",2017,2017-11-19,37.71,22.82,14.32,11.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1955,1,1,1,NA,3,8,NA,NA,"ES-ES",1
"Chile",155,"CHL","CHL_ Chile Let's Go","CHL_ The Force of the Majority","CHL_ Democratic Convergence","CHL_ Broad Front","","","","","","","Chile Let's Go","The Force of the Majority","Democratic Convergence","Broad Front","","","","","","","CV","","","FA","","","","","","",0,7,0,0,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,7,7,NA,7,NA,NA,NA,NA,NA,NA,8,NA,NA,2,NA,NA,NA,NA,NA,NA,8,8,NA,8,NA,NA,NA,NA,NA,NA,8,NA,NA,2,NA,NA,NA,NA,NA,NA,8,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,7,7,NA,7,NA,NA,NA,NA,NA,NA,7,3,NA,1,NA,NA,NA,NA,NA,NA,7,4,10,2,NA,NA,NA,NA,NA,NA,7,7,7,2,NA,NA,NA,NA,NA,NA,7,7,7,7,NA,NA,NA,NA,NA,NA,4,3,3,1,NA,NA,NA,NA,NA,NA,7,4,4,1,NA,NA,NA,NA,NA,NA,2,NA,NA,8,NA,NA,NA,NA,NA,NA,7,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,7,3,NA,NA,NA,NA,NA,NA,NA,"CHL_19112017_P1",2017,2017-11-19,37.71,22.82,14.32,11.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,1,1,1,NA,4,6,-39.8000030517578,-73.2332992553711,"EN",1
"Poland",290,"POL","POL_ Law and Justice","POL_ Civic Platform","POL_ Independents","POL_ Polish Peasant Party","","","","","","","Law and Justice","Civic Platform","Independents","Polish Peasant Party","","","","","","","PiS","PO","Ind.","PSL","","","","","","",10,10,0,10,NA,NA,NA,NA,NA,NA,10,NA,0,9,NA,NA,NA,NA,NA,NA,0,4,NA,2,NA,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,7,10,NA,8,NA,NA,NA,NA,NA,NA,10,4,NA,4,NA,NA,NA,NA,NA,NA,10,7,NA,8,NA,NA,NA,NA,NA,NA,10,7,NA,NA,NA,NA,NA,NA,NA,NA,10,7,NA,4,NA,NA,NA,NA,NA,NA,10,3,NA,4,NA,NA,NA,NA,NA,NA,1,4,10,2,NA,NA,NA,NA,NA,NA,9,4,3,NA,NA,NA,NA,NA,NA,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,10,2,NA,4,NA,NA,NA,NA,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,3,NA,NA,NA,NA,NA,NA,10,NA,NA,4,NA,NA,NA,NA,NA,NA,0,2,NA,1,NA,NA,NA,NA,NA,NA,0,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POL_25102015_L1",2015,2015-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,34,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04331834899877,1,1,2,10,10,26855.775390625,5,1,49.6,NA,1963,0,1,1,NA,4,8,52.4109954833984,16.9033050537109,"EN",1
"Turkey",640,"TUR","TUR_ Justice and Development Party","TUR_ Republican People's Party ","TUR_ Nationalist Movement Party","TUR_ People’s Democratic Party","","","","","","","Justice and Development Party","Republican People's Party ","Nationalist Movement Party","People’s Democratic Party","","","","","","","AKP","CHP","MHP","HDP","","","","","","",10,10,10,10,NA,NA,NA,NA,NA,NA,8,8,8,10,NA,NA,NA,NA,NA,NA,8,3,9,2,NA,NA,NA,NA,NA,NA,10,2,10,1,NA,NA,NA,NA,NA,NA,8,10,4,3,NA,NA,NA,NA,NA,NA,10,2,10,1,NA,NA,NA,NA,NA,NA,10,9,10,10,NA,NA,NA,NA,NA,NA,10,1,10,1,NA,NA,NA,NA,NA,NA,10,NA,10,3,NA,NA,NA,NA,NA,NA,8,9,10,NA,NA,NA,NA,NA,NA,NA,10,3,10,2,NA,NA,NA,NA,NA,NA,10,0,10,0,NA,NA,NA,NA,NA,NA,0,7,0,NA,NA,NA,NA,NA,NA,NA,10,0,10,0,NA,NA,NA,NA,NA,NA,10,10,10,0,NA,NA,NA,NA,NA,NA,10,1,10,0,NA,NA,NA,NA,NA,NA,10,2,10,2,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,"TUR_07062015_L1",2015,2015-06-07,40.9,25,16.3,13.1,NA,NA,NA,NA,NA,NA,46.9,24,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,4.59347363114234,3.656160081313,3.12880345169597,3,4,1,3,3,24054.177734375,6,1,82,NA,1980,0,0,1,NA,2,2,41.0019989013672,28.964599609375,"EN",1
"Turkey",640,"TUR","TUR_ Justice and Development Party","TUR_ Republican People's Party ","TUR_ Nationalist Movement Party","TUR_ People’s Democratic Party","","","","","","","Justice and Development Party","Republican People's Party ","Nationalist Movement Party","People’s Democratic Party","","","","","","","AKP","CHP","MHP","HDP","","","","","","",9,9,NA,7,NA,NA,NA,NA,NA,NA,8,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,4,3,NA,3,NA,NA,NA,NA,NA,NA,8,8,3,7,NA,NA,NA,NA,NA,NA,10,2,10,2,NA,NA,NA,NA,NA,NA,8,3,7,2,NA,NA,NA,NA,NA,NA,10,NA,7,3,NA,NA,NA,NA,NA,NA,10,NA,8,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,10,2,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,7,1,9,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,7,3,10,0,NA,NA,NA,NA,NA,NA,7,0,8,0,NA,NA,NA,NA,NA,NA,10,3,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,0,3,NA,3,NA,NA,NA,NA,NA,NA,NA,10,NA,9,NA,NA,NA,NA,NA,NA,2,10,3,9,NA,NA,NA,NA,NA,NA,NA,"TUR_07062015_L1",2015,2015-06-07,40.9,25,16.3,13.1,NA,NA,NA,NA,NA,NA,46.9,24,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,4.59347363114234,3.656160081313,3.12880345169597,3,4,1,3,3,24054.177734375,6,1,82,NA,1954,0,1,1,NA,3,9,39.9214019775391,32.8347015380859,"EN",1
"Zambia",551,"ZMB","ZMB_ Patriotic Front","ZMB_ United Party for National Development","ZMB_ Independents","ZMB_ Movement for Multiparty Democracy","ZMB_ Forum for Democracy and Development Party","","","","","","Patriotic Front","United Party for National Development","Independents","Movement for Multiparty Democracy","Forum for Democracy and Development Party","","","","","","PF","UPND","Ind.","MMD","FDD","","","","","",10,8,1,10,1,NA,NA,NA,NA,NA,NA,10,NA,3,NA,NA,NA,NA,NA,NA,10,0,NA,3,NA,NA,NA,NA,NA,NA,0,10,NA,4,4,NA,NA,NA,NA,NA,4,10,NA,NA,3,NA,NA,NA,NA,NA,10,8,NA,8,8,NA,NA,NA,NA,NA,10,9,NA,7,7,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,10,7,NA,7,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,2,NA,NA,NA,NA,NA,NA,8,10,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,NA,NA,NA,NA,NA,8,NA,NA,9,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,NA,NA,NA,NA,NA,0,0,2,0,0,NA,NA,NA,NA,NA,0,10,2,NA,10,NA,NA,NA,NA,NA,10,0,2,2,1,NA,NA,NA,NA,NA,NA,"",2016,2016-08-11,42.01,40.4,9.48,2.7,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,1,1,1,NA,11,10,-15.4167022705078,28.2832946777344,"EN",1
"Italy",325,"ITA","ITA_ Centre-Right Coalition","ITA_ Five Star Movement","ITA_ Democratic Party (centre-left coalition)","ITA_ Free and Equal","ITA_ Associative Movement Italians Abroad","ITA_ South American Union of Italian Emigrants","","","","","Centre-Right Coalition","Five Star Movement","Democratic Party (centre-left coalition)","Free and Equal","Associative Movement Italians Abroad","South American Union of Italian Emigrants","","","","","PdL","M5S","PD","LeU","MAIE","USEI","","","","",7,8,8,7,3,3,NA,NA,NA,NA,NA,3,4,7,NA,NA,NA,NA,NA,NA,8,8,NA,8,NA,NA,NA,NA,NA,NA,7,NA,4,3,NA,NA,NA,NA,NA,NA,9,NA,7,NA,NA,NA,NA,NA,NA,NA,7,4,3,2,NA,NA,NA,NA,NA,NA,8,4,8,9,NA,NA,NA,NA,NA,NA,9,10,4,4,NA,NA,NA,NA,NA,NA,9,10,4,NA,NA,NA,NA,NA,NA,NA,9,NA,4,1,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,NA,4,8,NA,NA,NA,NA,NA,NA,NA,NA,3,3,8,9,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,0,NA,NA,NA,NA,NA,NA,8,7,NA,2,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8,10,NA,NA,NA,NA,NA,NA,NA,NA,8,4,3,1,NA,NA,NA,NA,NA,NA,NA,"ITA_04032018_L1",2018,2018-03-04,37,32.6,23.5,3.5,0.3,0.2,NA,NA,NA,NA,42.1,35.9,19.4,2.2,0.2,0.2,NA,NA,NA,NA,NA,10.5584089710524,3.33734927696328,2.90486564996369,1,1,2,10,10,35220.08203125,6,1,69.35,NA,1976,0,0,1,NA,5,9,43.7785034179688,11.2494049072266,"EN",1
"Zimbabwe",552,"ZWE","ZWE_ Zimbabwe African National Union – Patriotic Front ","ZWE_ Movement for Democratic Change","ZWE_ Movement for Democratic Change Ncube","ZWE_ Independents","","","","","","","Zimbabwe African National Union – Patriotic Front ","Movement for Democratic Change","Movement for Democratic Change Ncube","Independents","","","","","","","ZANU PDF","MDC","MDC","Ind.","","","","","","",10,10,10,10,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,7,NA,9,10,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,9,4,4,NA,NA,NA,NA,NA,NA,10,NA,NA,9,NA,NA,NA,NA,NA,NA,10,7,7,8,NA,NA,NA,NA,NA,NA,10,8,8,8,NA,NA,NA,NA,NA,NA,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZWE_31072013_L1",2013,2013-07-31,62.791,29.847,4.686,2.252,NA,NA,NA,NA,NA,NA,73,25.9,0.7,0.4,NA,NA,NA,NA,NA,NA,NA,8.34028147007042,2.05736628900286,1.66653889868443,5,6,0,4,4,1967.47412109375,1,0,57.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
